Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct
16607385,05/07/2010 01:31:20 PM,05/10/2010 04:04:59 PM,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Lease Expiring,Tenant Address,10452,,,,,,,ADDRESS,BRONX,,N/A,Closed,05/17/2010 09:24:57 AM,See notes.,05/10/2010 04:04:59 PM,04 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16643821,05/12/2010 02:30:00 PM,05/13/2010 11:17:01 AM,DOF,Adjudication - Hearing by Mail,DOF Parking - Payment Issue,Settlement Reduction Not Shown,N/A,,,,,,,,,,,N/A,Closed,05/17/2010 02:30:00 PM,See notes.,05/13/2010 11:17:01 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16683524,05/18/2010 09:13:30 AM,06/01/2010 02:44:54 PM,DOF,Refunds and Adjustments,DOF Parking - Payment Issue,Status of Payment Adjustment,N/A,,,,,,,,,,,N/A,Closed,05/23/2010 09:13:30 AM,See notes.,06/01/2010 02:44:55 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
40473910,10/06/2018 02:39:23 AM,06/26/2024 11:27:55 AM,DOE,Department of Education,School Maintenance,Unclean Condition,School,,,,,,,,,,,,Closed,10/13/2018 02:39:23 AM,The Department of Education completed the work and corrected the condition.,06/26/2024 11:27:59 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16581852,05/04/2010 11:57:11 AM,05/13/2010 11:43:25 AM,DOF,Refunds and Adjustments,DOF Parking - Payment Issue,Status of Refund,N/A,,,,,,,,,,,N/A,Closed,05/09/2010 11:57:11 AM,See notes.,05/13/2010 11:43:25 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16682314,05/18/2010 10:24:03 AM,06/01/2010 02:47:03 PM,DOF,Refunds and Adjustments,DOF Parking - Payment Issue,Waive Penalty for Late Payment,N/A,,,,,,,,,,,N/A,Closed,05/25/2010 10:24:03 AM,See notes.,06/01/2010 02:47:03 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16583927,05/04/2010 12:20:02 PM,05/06/2010 02:12:29 PM,DOF,Property Exec Office,DOF Property - Owner Issue,Billing Address Incorrect,Property Address,10465,,,,,,,ADDRESS,BRONX,,N/A,Closed,05/14/2010 12:20:02 PM,See notes.,05/06/2010 02:12:29 PM,10 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16738014,05/26/2010 10:14:43 AM,05/28/2010 10:46:15 AM,DCWP,Department of Consumer and Worker Protection,DCA / DOH New License Application Request,General Street Vendor License,,,,,,,,,,,,N/A,Closed,06/04/2010 10:45:43 AM,"The literature has been mailed. If it has not been received, please request it again from 311.",05/28/2010 10:46:15 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16725331,05/24/2010 07:08:00 AM,05/24/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,11214,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,05/24/2010 07:30:00 AM,11 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
16888668,06/17/2010 07:12:00 AM,06/17/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,RECYCLING AREA DECAL,Other,11222,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/17/2010 12:00:00 AM,01 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
16765190,05/31/2010 11:21:04 AM,06/02/2010 11:42:31 AM,DOF,Revenue Accounting,DOF Parking - Payment Issue,Card - Charged Twice,N/A,,,,,,,,,,,N/A,Closed,06/15/2010 10:19:39 AM,See notes.,06/02/2010 11:42:31 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16816995,06/07/2010 07:37:00 PM,06/08/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,11432,,,,,,,ADDRESS,JAMAICA,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/08/2010 12:00:00 AM,08 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
16706732,05/21/2010 12:29:03 PM,05/24/2010 12:47:51 PM,DHS,DHS Advantage Programs,DHS Advantage -Landlord/Broker,Payment Not Received from DHS,Tenant Address,10452,,,,,,,ADDRESS,BRONX,,N/A,Closed,05/31/2010 08:01:15 AM,See notes.,05/24/2010 12:47:51 PM,04 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16814561,06/07/2010 03:12:35 PM,06/08/2010 03:22:58 PM,DOF,Property Exec Office,DOF Property - Owner Issue,Billing Name Incorrect,Property Address,10023,,,,,,,ADDRESS,NEW YORK,,N/A,Closed,06/17/2010 03:12:35 PM,See notes.,06/08/2010 03:22:58 PM,07 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
16825625,06/08/2010 11:52:00 AM,06/08/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,10309,,,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/08/2010 12:00:00 AM,03 STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,,,,,,,
16721803,05/24/2010 12:34:25 PM,05/25/2010 11:10:22 AM,HPD,Department of Housing Preservation and Development,HPD Literature Request,Mitchell-Lama Housing List,,,,,,,,,,,,N/A,Closed,06/01/2010 11:09:11 AM,"The literature has been mailed. If it has not been received, please request it again from 311.",05/25/2010 11:10:22 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16725561,05/24/2010 08:53:00 AM,05/24/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,RECYCLING CHECKLIST FLYER E/S,Other,11238,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,05/24/2010 09:01:00 AM,08 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
16828566,06/09/2010 09:36:06 AM,06/11/2010 11:55:51 AM,DOF,Revenue Accounting,DOF Parking - Payment Issue,Card - No DOF Confirmation Number Issued,N/A,,,,,,,,,,,N/A,Closed,06/23/2010 10:25:06 AM,See notes.,06/11/2010 11:55:51 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16859680,06/14/2010 11:51:36 AM,06/15/2010 03:30:07 PM,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Lease Renewal Question,Tenant Address,11212,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,06/22/2010 08:59:48 AM,See notes.,06/15/2010 03:30:07 PM,16 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
16884572,06/17/2010 03:15:43 PM,07/20/2010 05:22:13 PM,DOF,Exemption Unit,DOF Property - Reduction Issue,Personal SCHE Exemption,Property Address,11354,,,,,,,ADDRESS,FLUSHING,,N/A,Closed,06/22/2010 03:15:43 PM,See notes.,07/20/2010 05:22:14 PM,07 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
16872081,06/15/2010 05:11:00 PM,06/16/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,RECYCLING AREA DECAL,Other,10018,,,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/16/2010 12:00:00 AM,05 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
61437808,06/10/2024 02:55:25 PM,06/14/2024 09:36:29 AM,DOT,Department of Transportation,Bridge Condition,"Dirt, Debris, Litter Complaint",Bridge,,,,,,,,,,,,Closed,,The Department of Transportation has determined that this issue is not within its jurisdiction.,06/14/2024 09:36:32 AM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,Queensboro/59th St Br,Queens Bound,Ramp,Ramp,,,,,,,,,
16830595,06/09/2010 09:08:34 AM,06/11/2010 11:24:57 AM,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Other Issue,Tenant Address,11212,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,06/17/2010 07:43:13 AM,See notes.,06/11/2010 11:24:57 AM,16 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
61438809,06/10/2024 08:04:01 PM,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10023,206 WEST   73 STREET,WEST   73 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   73 STREET,,In Progress,,,,07 MANHATTAN,,MANHATTAN,989395,223235,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.779403271855394,-73.98142267798916,"(40.779403271855394, -73.98142267798916)",12420,20,4,19,12,12
16770589,06/01/2010 09:52:09 AM,06/02/2010 10:15:52 AM,DHS,DHS Advantage Programs,DHS Advantage -Landlord/Broker,Payment Not Received from DHS,Tenant Address,11208,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,06/09/2010 09:47:45 AM,The Department of Homeless Services has addressed the payment issue.,06/02/2010 10:15:52 AM,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
61440112,06/10/2024 06:30:18 PM,03/28/2025 03:00:15 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11219,1551 54 STREET,54 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,54 STREET,,Closed,,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",03/28/2025 03:00:19 PM,12 BROOKLYN,3054770049,BROOKLYN,987186,168432,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62898297806425,-73.98942272414189,"(40.62898297806425, -73.98942272414189)",17621,2,2,18,39,39
16736723,05/26/2010 12:20:56 PM,05/28/2010 04:50:42 PM,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Other Issue,Tenant Address,10474,,,,,,,ADDRESS,BRONX,,N/A,Closed,06/03/2010 07:44:23 AM,See notes.,05/28/2010 04:50:42 PM,02 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16810676,06/07/2010 12:26:34 PM,06/14/2010 04:47:57 PM,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Lease Expiring,Tenant Address,11368,,,,,,,ADDRESS,CORONA,,N/A,Closed,06/15/2010 08:51:47 AM,The Department of Homeless Services has authorized a lease renewal.,06/14/2010 04:47:57 PM,04 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
16838014,06/10/2010 11:59:22 AM,06/17/2010 03:32:34 PM,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Lease Expiring,Tenant Address,10469,,,,,,,ADDRESS,BRONX,,N/A,Closed,06/18/2010 09:42:07 AM,See notes.,06/17/2010 03:32:34 PM,11 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16756271,05/28/2010 07:10:00 AM,05/28/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,RECYCLING CHECKLIST REMOVABLE STICKER,Other,10461,,,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,05/28/2010 12:00:00 AM,11 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16726718,05/24/2010 12:53:00 PM,05/24/2010 12:53:00 PM,DSNY,Department of Sanitation,Literature Request,GREEN MIXED PAPER DECALS,Other,10314,,,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,05/24/2010 01:10:00 PM,02 STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,,,,,,,
16820692,06/08/2010 11:40:57 AM,06/15/2010 05:00:20 PM,DHS,DHS Advantage Programs,DHS Advantage -Landlord/Broker,Payment Not Received from DHS,Tenant Address,10466,,,,,,,ADDRESS,BRONX,,N/A,Closed,06/16/2010 07:53:21 AM,The issue has been referred to another unit within the Department of Homeless Services.,06/15/2010 05:00:20 PM,12 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16876956,06/16/2010 10:49:33 AM,06/18/2010 09:16:55 AM,DOF,Property Exec Office,DOF Property - Owner Issue,Property Address Incorrect,Property Address,11429,,,,,,,ADDRESS,QUEENS VILLAGE,,N/A,Closed,06/21/2010 10:49:33 AM,See notes.,06/18/2010 09:16:55 AM,13 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
16876724,06/16/2010 01:31:15 PM,06/17/2010 03:40:09 PM,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Other Issue,Tenant Address,11234,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,06/24/2010 10:02:30 AM,The issue has been referred to another unit within the Department of Homeless Services.,06/17/2010 03:40:09 PM,18 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
16874824,06/16/2010 03:15:34 PM,06/28/2010 04:10:06 PM,DHS,DHS Advantage Programs,DHS Advantage -Landlord/Broker,Payment Not Received from DHS,Tenant Address,11423,,,,,,,ADDRESS,HOLLIS,,N/A,Closed,06/29/2010 12:15:28 PM,See notes.,06/28/2010 04:10:06 PM,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
16769636,06/01/2010 02:44:32 PM,06/04/2010 11:25:54 AM,DOF,Refunds and Adjustments,DOF Parking - Payment Issue,Waive Penalty for Late Payment,N/A,,,,,,,,,,,N/A,Closed,06/08/2010 02:44:32 PM,See notes.,06/04/2010 11:25:54 AM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16729333,05/25/2010 01:24:32 PM,05/28/2010 03:46:50 PM,DHS,DHS Advantage Programs,DHS Advantage -Landlord/Broker,Payment Not Received from Tenant,Tenant Address,10302,,,,,,,ADDRESS,STATEN ISLAND,,N/A,Closed,06/01/2010 06:41:29 PM,See notes.,05/28/2010 03:46:50 PM,01 STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,,,,,,,
16869040,06/15/2010 12:55:57 PM,06/21/2010 04:52:39 PM,DOF,Property Exec Office,DOF Property - Owner Issue,Billing Name Incorrect,Property Address,11210,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,06/25/2010 12:55:57 PM,See notes.,06/21/2010 04:52:39 PM,14 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
16848362,06/11/2010 07:39:00 AM,06/11/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,10460,,,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/11/2010 12:00:00 AM,06 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16793026,06/03/2010 12:35:00 PM,06/03/2010 12:35:00 PM,DSNY,Department of Sanitation,Literature Request,GREEN MIXED PAPER DECALS,Other,11222,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/03/2010 12:00:00 AM,01 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
16843719,06/11/2010 11:07:27 AM,06/24/2010 04:17:22 PM,DOF,Refunds and Adjustments,DOF Parking - Payment Issue,Status of Payment Adjustment,N/A,,,,,,,,,,,N/A,Closed,06/16/2010 11:07:27 AM,See notes.,06/24/2010 04:17:22 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
61455676,06/12/2024 10:26:58 AM,02/24/2025 03:22:49 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11354,152-14 33 AVENUE,33 AVENUE,152 STREET,153 STREET,152 STREET,153 STREET,ADDRESS,FLUSHING,33 AVENUE,,Closed,,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",02/24/2025 03:22:59 PM,07 QUEENS,4052350020,QUEENS,1036287,219383,ONLINE,Unspecified,QUEENS,,,,,,,,40.76867888289526,-73.8121373820538,"(40.76867888289526, -73.8121373820538)",13832,22,3,3,67,67
16730374,05/25/2010 10:12:09 AM,05/25/2010 12:08:47 PM,DOF,Dunning Unit,DOF Parking - DMV Clearance,Registration Clearance Request,N/A,,,,,,,,,,,N/A,Closed,05/28/2010 10:12:09 AM,The Department of Finance issued a registration clearance document.,05/25/2010 12:08:47 PM,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
16786098,06/03/2010 03:17:52 PM,06/08/2010 10:16:51 AM,DOF,Property Exec Office,DOF Property - Owner Issue,Billing Address Incorrect,Property Address,11004,,,,,,,ADDRESS,GLEN OAKS,,N/A,Closed,06/13/2010 03:17:52 PM,See notes.,06/08/2010 10:16:51 AM,13 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
16868687,06/15/2010 09:47:25 AM,06/16/2010 04:40:47 PM,DOF,Property Exec Office,DOF Property - Owner Issue,Billing Address Incorrect,Property Address,11223,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,06/25/2010 09:47:25 AM,See notes.,06/16/2010 04:40:47 PM,15 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
61464964,06/13/2024 10:17:15 PM,06/13/2024 11:14:36 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,EAST  157 STREET,EAST  157 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,BLOCKFACE,,,,Closed,,The Police Department reviewed your complaint and provided additional information below.,06/13/2024 11:14:40 PM,Unspecified BRONX,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16842152,06/10/2010 08:41:00 AM,06/10/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,LIT Literature Request,Other,11385,,,,,,,ADDRESS,RIDGEWOOD,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/10/2010 12:00:00 AM,05 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
61466071,06/13/2024 08:45:55 PM,06/13/2024 09:17:31 PM,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11205,WAVERLY AVENUE,WAVERLY AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/13/2024 09:17:36 PM,Unspecified BROOKLYN,,BROOKLYN,,,ONLINE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
16785419,06/03/2010 09:52:03 AM,06/10/2010 04:21:53 PM,DHS,DHS Advantage Programs,DHS Advantage -Landlord/Broker,Other Issue,Tenant Address,10466,,,,,,,ADDRESS,BRONX,,N/A,Closed,06/11/2010 12:11:49 PM,See notes.,06/10/2010 04:21:53 PM,12 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16788354,06/03/2010 12:18:13 PM,06/10/2010 05:13:12 PM,DHS,DHS Advantage Programs,DHS Advantage - Tenant,Other Issue,Tenant Address,10455,,,,,,,ADDRESS,BRONX,,N/A,Closed,06/11/2010 12:11:16 PM,See notes.,06/10/2010 05:13:12 PM,02 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
61466947,06/13/2024 04:58:24 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Street,11428,90-22 218 STREET,218 STREET,90 AVENUE,91 AVENUE,90 AVENUE,91 AVENUE,ADDRESS,QUEENS VILLAGE,218 STREET,,In Progress,,,,13 QUEENS,4106520036,QUEENS,1055392,203562,PHONE,Unspecified,QUEENS,,,,,,,,40.72512129350137,-73.74333270802674,"(40.72512129350137, -73.74333270802674)",24337,63,3,16,63,63
16780125,06/02/2010 07:49:25 AM,06/04/2010 03:30:16 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10457,,,,,,,,BRONX,,N/A,Closed,06/16/2010 07:49:25 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,06/04/2010 03:30:16 PM,04 BRONX,,BRONX,,,PHONE,Claremont Park,BRONX,,,,,,,,,,,,,,,,
16863582,06/14/2010 10:49:00 AM,06/14/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,10457,,,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/14/2010 12:00:00 AM,03 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
61472394,06/13/2024 11:31:33 PM,06/14/2024 01:55:41 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10473,OLMSTEAD AVENUE,OLMSTEAD AVENUE,LAFAYETTE AVENUE,TURNBULL AVENUE,LAFAYETTE AVENUE,TURNBULL AVENUE,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/14/2024 01:55:46 AM,Unspecified BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16779169,06/02/2010 12:47:48 PM,06/04/2010 02:17:42 PM,DOF,Property Exec Office,DOF Property - Owner Issue,Billing Name Incorrect,Property Address,11434,,,,,,,ADDRESS,JAMAICA,,N/A,Closed,06/12/2010 12:47:48 PM,See notes.,06/04/2010 02:17:42 PM,12 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
16801079,06/04/2010 08:44:00 AM,06/04/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,11238,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/04/2010 12:00:00 AM,02 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
16875351,06/16/2010 02:58:54 PM,06/22/2010 11:46:20 AM,DHS,DHS Advantage Programs,DHS Advantage -Landlord/Broker,Payment Not Received from DHS,Tenant Address,11207,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,06/24/2010 10:04:46 AM,See notes.,06/22/2010 11:46:20 AM,05 BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,,,,,,
61482860,06/14/2024 06:29:52 PM,06/14/2024 08:01:27 PM,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11385,GATES AVENUE,GATES AVENUE,GATES AVENUE,SENECA AVENUE,GATES AVENUE,SENECA AVENUE,INTERSECTION,,,,Closed,,N/A,06/14/2024 08:01:30 PM,05 QUEENS,,QUEENS,1009639,195502,PHONE,Unspecified,QUEENS,,,,,,,,40.7032481706621,-73.90843131181411,"(40.7032481706621, -73.90843131181411)",15310,54,3,30,62,62
16735052,05/26/2010 11:05:43 AM,05/27/2010 10:08:16 AM,DHS,DHS Advantage Programs,DHS Advantage -Landlord/Broker,Payment Not Received from DHS,Tenant Address,10457,,,,,,,ADDRESS,BRONX,,N/A,Closed,06/03/2010 07:43:30 AM,The Department of Homeless Services attempted to contact you for additional information but has been unable to reach you.,05/27/2010 10:08:16 AM,06 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
16727286,05/25/2010 01:42:07 PM,06/02/2010 04:05:09 PM,DOF,Refunds and Adjustments,DOF Property - Payment Issue,Misapplied Payment,Property Address,10035,,,,,,,ADDRESS,NEW YORK,,N/A,Closed,06/15/2010 01:42:07 PM,See notes.,06/02/2010 04:05:09 PM,11 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,,,,,,
16782696,06/02/2010 11:41:00 AM,06/02/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,LIT Literature Request,Other,11355,,,,,,,ADDRESS,FLUSHING,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,06/02/2010 12:00:00 AM,07 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,,,,,,,
16799751,06/04/2010 08:19:00 AM,06/23/2010 12:00:00 PM,DSNY,Department of Sanitation,Vacant Lot,8 Request to Clean Vacant Lot,Lot,,495 MOSELY AVENUE,MOSELY AVENUE,WAIMER PLACE,RICHMOND AVENUE,,,,,,N/A,Closed,,The Department of Sanitation inspected the location and found that it was not a vacant lot.,06/23/2010 12:00:00 AM,03 STATEN ISLAND,,STATEN ISLAND,,,PHONE,Unspecified,STATEN ISLAND,,,,,,,,,,,,,,,,
16725294,05/24/2010 06:34:00 PM,05/25/2010 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,BLUE RECYCLING DECAL,Other,10466,,,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Sanitation mailed the literature. Please allow one week for delivery.,05/25/2010 06:20:00 AM,12 BRONX,,BRONX,,,PHONE,Unspecified,BRONX,,,,,,,,,,,,,,,,
